name,type,ProductServices
"Norton, Campbell and Petersen",FishingCompany,"Fish, such as tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
"Norton, Cox and Johnson",Company,Unknown
"Norton, Douglas and Delacruz",Company,Unknown
"Norton, Harris and Bush",Company,Unknown
"Norton, Lowe and Carter",Company,Metals and metal products
Norton-Harmon,Company,Food
Norton-Jones,Company,"Measuring, compounding, extruding, and pelletizing equipment"
Norton-Rose,Company,Unknown
Norton-Vasquez,Company,Unknown
Novak Inc,Company,Unknown
"Novak, Trujillo and Perez",Company,Specialized in mixing purchased dried and dehydrated ingredients including purchased dried and dehydrated ingredients for soup mixes and bouillon
Nunez and Sons,Company,Unknown
Nunez Group,Company,Unknown
Nunez Inc,FishingCompany,"Catching, processing and distribution of frozen seafood products"
"Nunez, Landry and Ray",Company,Unknown
"Nunez, Wilson and Reyes",Company,Unknown
Nunez-Bell,Company,Unknown
Nunez-Smith,Company,"Paper, cardboard raw material, packaging and corrugated boxes"
Obrien Ltd,Company,"And Advanced Interconnect Materials (AIM) for electronic interconnect (printed circuit board) applications , Aluminum Bonded Copper (ABC) , development and production of world class performance copper foils [source: freelance researcher]"
"Obrien, Chambers and Livingston",Company,"Fish and seafood products (tuna, salmon, herring, shellfish, and groundfish products; flounder fillets, cornmeal pollock strips, burger, and tuna steak; frozen halibut steaks and fancy king crabs; canned sockeye salmon and frozen sockeye; cod, pollock, rockfish, flounder and sole)"
"Obrien, Gray and Thomas",Company,Unknown
"Obrien, Herrera and Gutierrez",Company,Farm product raw materials focusing on dry beans
"Obrien, Higgins and Mcdaniel",Company,Unknown
"Obrien, Martin and Woodward",Company,Unknown
"Obrien, Williams and Mcgrath",Company,Unknown
"Obrien, Wolfe and Harris",FishingCompany,"Fresh, cured, and frozen fish and seafood products"
Obrien-Campbell,Company,Unknown
Obrien-Dixon,Company,"Pasta, olives, water & beverages, cold cuts, tomatoes, olive oil, cheese, vinegar, fish, chocolate & candy, crackers, machines, laundry & soaps, ceramics"
Ocean Explorers Corporation Marine,Company,Food preparations and other related products
Oceanic Oceans LLC Marine sanctuary,LogisticsCompany,"Global air, specialising in beverage & BWS, temperature controlled cargo, project cargo, warehousing, custom clearance, land transport, and marine insurance services, as well as ocean freight services, including FCL/LCL and consolidation; Supplies chain and freight management professionals to provide day to day support for the management of shipments"
Océano Azul Corp Delivery,Company,"Truck, bus, cabs and automobile bodies"
Ochoa LLC,Company,Provides worldwide container transportation through an integrated network of quality intermodal services
"Ochoa, Miller and Gonzales",Company,Unknown
Ochoa-Parker,Company,Unknown
Ochoa-Sharp,Company,Unknown
Oconnell and Sons,Company,Unknown
"Oconnor, Rios and Sullivan",Company,Unknown
Odom Group,LogisticsCompany,"High-caliber metal products; Offers designing, sourcing, quality control, and shipping services"
Odom Ltd,Company,"Offers a wide range of olefins, including ethylene and propylene, C4 fraction, and cracked fuel; organic chemicals, such as vinyl acetate monomer, ethyl acetate, and ester resins, as well as acetaldehyde, acetic acid, and allyl alcohol"
"Odom, Davis and Anderson",Company,Unknown
"Odom, Martinez and Lane",Company,"Valves, instrumentation and related flow control products"
"Odom, Snow and Baird",Company,Unknown
Odonnell and Sons,Company,"Industrial molds; metal cutting machine tools; metal forming machine tools; special dies and tools, die sets, jigs, and fixtures; cutting tools and machine tool accessories; and rolling mill machinery and equipment"
Odonnell PLC,Company,Unknown
Odonnell-Boyd,Company,Unknown
Odonnell-Newman,Company,Unknown
Odonnell-Prince,Company,Unknown
Oliver Group,Company,Frozen foods
Oliver Ltd,Company,Unknown
Oliver PLC,Company,Asian food and related products
"Oliver, Simmons and Mcdonald",Company,"Natural cuttlefish ink, green sauces, paella sauces, cuttlefish ink sauces, surimi baby eels, and shellfish sauces"
Oliver-Fletcher,Company,"Signature convenience meals (Chicken Alfredo, Shrimp Primavera, Orange Chicken, Chicken Parmagiana, Shrimp Scampi, Sesame Chicken, Chicken Sausage Rose, Shrimp Sorrentino, Shrimp Fried Rice, Shrimp Florentie, Chicken Stir Fry, and Shrimp Lo-Mein); and Tastee Choice Shrimp (cooked tailoff shrimp, shell shrimp, wild caught cooked salad shrimp, cooked tailon shrimp)"
Oliver-Harrison,Company,Unknown
Oliver-Nguyen,Company,Unknown
Oliver-Wall,Company,"Chemical products and other related products (agricultural and medicinal chemicals, paints and varnishes, and plastics materials and basic forms and shapes; industrial inorganic chemicals, such as ammonium compounds, hydrochloric acid, inorganic sodium compounds, and chemical catalysts; and synthetic resin raw materials and products made from these materials as well as industrial chemicals)"
Olsen Group,FishingCompany,Fish and seafood products
"Olsen, Davis and Thompson",Company,"Children's accessories, desk accessories, dry erase cleaners, and dry erase erasers; art pencils and accessories; art drawing products; and erasers, highlighters, liquid paper corrections, markers and transparency markers, pencils, refills, pens, presentation products, sets, and kits"
"Olsen, Payne and Butler",Company,Unknown
Olsen-Adams,Company,Unknown
Olsen-Baldwin,Company,Unknown
Olsen-Haley,Company,Unknown
Olson and Sons,Company,Construction materials
Olson Inc,Company,Fresh and frozen food products
Olson LLC,Company,Unknown
Olson Ltd,Company,Unknown
Olson PLC,Company,Unknown
"Olson, Molina and Romero",FishingCompany,Seafood products
"Olson, Rivera and Brown",Company,Shrimp products
"Olson, Woods and Villa",Company,Unknown
Olson-Estrada,Company,Unknown
Olson-Lawrence,Company,Unknown
Olson-Mitchell,Company,Grocery products
Olson-Simpson,Company,Groceries and related products
Oneal LLC,FishingCompany,Fishing and other related activities
"Oneal, Deleon and Schmidt",Company,Unknown
"Oneal, Nunez and Johnson",Company,"Staple gun tackers, electric staples, wiring tacker guns, hammer tackers, plier type staplers, rivet tools, glue guns, brute tapes, desk staplers, specialty staples, retired tools, accessory products (batteries, battery chargers, electric nail set, combo wires, parts kits, and others)"
Oneal-Duncan,Company,Unknown
Oneal-Soto,Company,Unknown
Oneill and Sons,Company,Shrimps and other related food products
Oneill Group,Company,Visco and hydraulic dampers
Oneill Inc,Company,Unknown
"Oneill, Oconnor and Wang",Company,Unknown
Oneill-Jones,Company,Water transportation services
Orange River Mouth   OJSC Shipping,FishingCompany,Fishing and other related activities
Orozco LLC,Company,Unknown
"Orozco, Nunez and Andrade",Company,Unknown
"Orozco, White and Brown",Company,Cables
Orozco-Greene,FishingCompany,Seafood
Orozco-Harris,Company,Unknown
Orr Inc,Company,Precision-engineered flow control equipment
Orr-Alvarez,Company,Unknown
Orr-Ramos,LogisticsCompany,"Arranges cargo movement to an international destination and has the expertise to prepare and process the documentation, as well as perform related activities pertaining to international shipments"
Ortega Inc,Company,Catching and processing of fish and sea food products
"Ortega, Griffin and Jones",LogisticsCompany,Freight forwarding services
"Ortega, Rose and Contreras",Company,Toys and hobby goods and supplies
"Ortega, Solis and Warner",FishingCompany,"Fresh, local seafood; Vegetarian and gluten free menu, serving small and big plates, salads, sandwiches, hot and cold beverages, with sides; Catering"
Ortega-Gray,Company,Unknown
Ortega-Murillo,Company,Unknown
Ortega-Murphy,Company,"Preservation processes such as pickling, canning, washing, chopping, and dehydrating inputs of vegetables"
Ortiz and Sons,Company,Unknown
Ortiz Group,FishingCompany,"Canning, processing and manufacturing of seafood and other aquatic products"
Ortiz Inc,Company,Variety of goods and grocery merchandise and other related basic food products
Ortiz PLC,Company,Unknown
"Ortiz, Brock and Hoffman",Company,Unknown
"Ortiz, Hoffman and Fuller",Company,Unknown
"Ortiz, Mccormick and Smith",Company,Automotive and industrial transmission gears and gear boxes
"Ortiz, Sullivan and Luna",Company,Unknown
"Ortiz, Williams and Cobb",Company,"Automotive interiors, automotive seats, conventional batteries, hybrid and electric batteries, start-stop batteries, facilities management, real estate management, workplace strategy, building management, HVAC equipment and controls, HVAC parts, HVAC service, industrial refrigeration, and security and fire safety"
Ortiz-Andersen,Company,Unknown
Ortiz-Armstrong,Company,Unknown
Ortiz-Arnold,Company,"Preparation and preservation of shrimp and prawns by frozen, frozen dried, smoked, salted, dipped in brine and canned, and so on"
Ortiz-Baker,Company,Unknown
Ortiz-Cabrera,Company,Electrical rotating equipment and components
Ortiz-Decker,FishingCompany,"Tuna, sword fish, bass, trout, and salmon, as well as offers shellfish, mollusks, crustaceans, sea vegetables, shrimp, lobster, squid, oysters, crabs, and clams, and other related seafood products"
Ortiz-Greene,Company,Unknown
Ortiz-Harris,Company,Unknown
Ortiz-Harvey,Company,Unknown
Ortiz-Kirk,Company,Unknown
Ortiz-Mclaughlin,Company,Unknown
Ortiz-Pratt,Company,Unknown
Ortiz-Rodgers,Company,Unknown
Ortiz-Smith,Company,"Electronic components, capacitors and auxiliary equipment"
Osborn Inc,Company,"Footwear, apparel and sporting goods"
"Osborne, Hull and Carpenter",Company,"Hardware, plumbing and heating equipment and supplies"
"Osborne, Saunders and Brown",Company,"Frozen specialty foods, such as frozen dinners, entrees, and side dishes; frozen pizza; frozen whipped topping; and frozen waffles, pancakes, and french toast"
"Osborne, Smith and Riley",FishingCompany,"Breaded and battered prawn, crumbed squid rings and other value added seafood products"
Owen and Sons,LogisticsCompany,"Consolidation or forwarding of freight; Distribution management, vendor consolidation, cargo insurance, purchase order management, and customized logistics information services"
"Owen, Edwards and Moore",Company,Unknown
"Owen, Greene and Blake",Company,Canned seafood
"Owen, Patterson and Bennett",Company,Cast iron and steel products
Owens and Sons,Company,Unknown
Owens Inc,Company,Unknown
Owens LLC,Company,Unknown
Owens PLC,Company,Unknown
"Owens, Barnes and Rose",Company,FOAMGLAS
"Owens, Cardenas and Cortez",Company,"Shortening and margarine; Vegetable, and tree nut oils"
"Owens, Davenport and Vargas",Company,Unknown
"Owens, Molina and Hensley",Company,Fish and sea food products
"Owens, Nixon and Roberson",Company,Unknown
"Owens, Richards and Walter",Company,Unknown
"Owens, Warren and Dillon",Company,Gourmet foods
Owens-Cordova,Company,Unknown
Owens-Wilson,FishingCompany,Seafood
Owen-Thompson,Company,"Wide range of titanium products for the well-known and leading companies in petrochemical, nuclear, semiconductor and defense industries"
Pace and Sons,Company,Unknown
"Pace, Doyle and Graves",Company,"Silicones, acrylics, modified silane, polyurethane, butyl, polyurethane foam, adhesives and glue, cement, and a wide selection of application tools; Butyl-based preformed bands, polythene foam tapes, single and double-sided adhesive tapes, and cord joint fillers"
"Pace, Morris and Hill",Company,Unknown
Pace-Stark,Company,Unknown
Pacheco PLC,Company,Specialty dairy products
"Pacheco, Jones and Smith",FinancialCompany,A holding company
"Pacheco, Marquez and Villarreal",Company,Unknown
"Pacheco, Robles and Lowery",Company,Unknown
Pacheco-Gomez,LogisticsCompany,Logistics and transportation services
Pacheco-Moore,FishingCompany,Seafood
Pacheco-Todd,Company,Canned seafood products
Padilla and Sons,Company,Unknown
"Padilla, Aguilar and Wagner",Company,Unknown
"Padilla, Castillo and Peterson",Company,Unknown
Padilla-Bender,LogisticsCompany,"Customs Brokerage, Ocean Cargo, Freight Forwarding, Cargo Insurance, Warehousing, Project Cargo, Customs Brokerage & Clearance, Warehousing & Distribution, Domestic Trucking [source: freelance researcher]"
